promoter,pos,binding_site,gc
recNp,-13,3,38
recNp,-12,3,38
recNp,-11,3,38
recNp,-10,3,38
recNp,-9,3,38
recNp,-8,3,38
recNp,-7,3,38
recNp,-6,3,38
recNp,-36,1,39
recNp,-35,1,39
recNp,-34,1,39
recNp,-33,1,39
recNp,-32,1,39
recNp,-31,1,39
recNp,-30,1,39
recNp,-29,1,39
recNp,-28,1,39
recNp,-27,1,39
recNp,-21,2,39
recNp,-20,2,39
recNp,-19,2,39
recNp,-14,3,39
recNp,-13,3,39
recNp,-12,3,39
recNp,-11,3,39
recNp,-10,3,39
recNp,5,4,39
recNp,6,4,39
recNp,7,4,39
recNp,8,4,39
recNp,9,4,39
recNp,-37,1,40
recNp,-36,1,40
recNp,-35,1,40
recNp,-34,1,40
recNp,-33,1,40
recNp,-32,1,40
recNp,-31,1,40
recNp,-30,1,40
recNp,-29,1,40
recNp,-28,1,40
recNp,-27,1,40
recNp,-21,2,40
recNp,-20,2,40
recNp,-19,2,40
recNp,-14,3,40
recNp,-13,3,40
recNp,-12,3,40
recNp,-11,3,40
recNp,-10,3,40
recNp,-9,3,40
recNp,-8,3,40
recNp,5,4,40
recNp,6,4,40
recNp,-36,1,41
recNp,-35,1,41
recNp,-34,1,41
recNp,-33,1,41
recNp,-32,1,41
recNp,-31,1,41
recNp,-30,1,41
recNp,-29,1,41
recNp,-28,1,41
recNp,-27,1,41
recNp,-21,2,41
recNp,-20,2,41
recNp,-19,2,41
recNp,-18,2,41
recNp,-17,2,41
recNp,-14,2,41
recNp,-13,2,41
recNp,-12,2,41
recNp,-11,2,41
recNp,-10,2,41
recNp,-9,2,41
recNp,-8,2,41
recNp,5,3,41
recNp,6,3,41
relBp,-36,1,1
relBp,-35,1,1
relBp,-34,1,1
relBp,-33,1,1
relBp,-32,1,1
relBp,-31,1,1
relBp,-30,1,1
relBp,-16,2,1
relBp,-15,2,1
relBp,-14,2,1
relBp,-13,2,1
relBp,-12,2,1
relBp,-11,2,1
relBp,-10,2,1
relBp,-9,2,1
relBp,-8,2,1
relBp,-7,2,1
relBp,-6,2,1
relBp,-5,2,1
relBp,-4,2,1
relBp,-36,1,2
relBp,-35,1,2
relBp,-34,1,2
relBp,-33,1,2
relBp,-32,1,2
relBp,-31,1,2
relBp,-30,1,2
relBp,-16,2,2
relBp,-15,2,2
relBp,-14,2,2
relBp,-13,2,2
relBp,-12,2,2
relBp,-11,2,2
relBp,-10,2,2
relBp,-9,2,2
relBp,-8,2,2
relBp,-7,2,2
relBp,-6,2,2
relBp,-5,2,2
relBp,-4,2,2
relBp,-36,1,3
relBp,-35,1,3
relBp,-34,1,3
relBp,-33,1,3
relBp,-32,1,3
relBp,-31,1,3
relBp,-30,1,3
relBp,-16,2,3
relBp,-15,2,3
relBp,-14,2,3
relBp,-13,2,3
relBp,-12,2,3
relBp,-11,2,3
relBp,-10,2,3
relBp,-9,2,3
relBp,-8,2,3
relBp,-7,2,3
relBp,-6,2,3
relBp,-5,2,3
relBp,-4,2,3
relBp,-3,2,3
relBp,-2,2,3
relBp,-1,2,3
relBp,0,2,3
relBp,1,2,3
relBp,-36,1,4
relBp,-35,1,4
relBp,-34,1,4
relBp,-33,1,4
relBp,-32,1,4
relBp,-31,1,4
relBp,-30,1,4
relBp,-16,2,4
relBp,-15,2,4
relBp,-14,2,4
relBp,-13,2,4
relBp,-12,2,4
relBp,-11,2,4
relBp,-10,2,4
relBp,-9,2,4
relBp,-8,2,4
relBp,-7,2,4
relBp,-6,2,4
relBp,-5,2,4
relBp,-4,2,4
relBp,-3,2,4
relBp,-2,2,4
relBp,-1,2,4
relBp,0,2,4
relBp,1,2,4
relBp,12,3,4
relBp,13,3,4
relBp,14,3,4
relBp,15,3,4
relBp,-36,1,5
relBp,-35,1,5
relBp,-34,1,5
relBp,-33,1,5
relBp,-32,1,5
relBp,-31,1,5
relBp,-30,1,5
relBp,-16,2,5
relBp,-15,2,5
relBp,-14,2,5
relBp,-13,2,5
relBp,-12,2,5
relBp,-11,2,5
relBp,-10,2,5
relBp,-9,2,5
relBp,-8,2,5
relBp,-7,2,5
relBp,-6,2,5
relBp,-5,2,5
relBp,-4,2,5
relBp,-1,2,5
relBp,0,2,5
relBp,12,3,5
relBp,13,3,5
relBp,14,3,5
relBp,-36,1,6
relBp,-35,1,6
relBp,-34,1,6
relBp,-33,1,6
relBp,-32,1,6
relBp,-31,1,6
relBp,-16,2,6
relBp,-15,2,6
relBp,-14,2,6
relBp,-13,2,6
relBp,-12,2,6
relBp,-11,2,6
relBp,-10,2,6
relBp,-9,2,6
relBp,-8,2,6
relBp,-7,2,6
relBp,-6,2,6
relBp,-5,2,6
relBp,-4,2,6
relBp,0,3,6
relBp,-36,1,7
relBp,-35,1,7
relBp,-34,1,7
relBp,-33,1,7
relBp,-32,1,7
relBp,-31,1,7
relBp,-30,1,7
relBp,-13,2,7
relBp,-12,2,7
relBp,-11,2,7
relBp,-10,2,7
relBp,-9,2,7
relBp,-8,2,7
relBp,-7,2,7
relBp,-6,2,7
relBp,-5,2,7
relBp,-4,2,7
relBp,-36,1,8
relBp,-35,1,8
relBp,-34,1,8
relBp,-33,1,8
relBp,-32,1,8
relBp,-31,1,8
relBp,-13,2,8
relBp,-12,2,8
relBp,-11,2,8
relBp,-10,2,8
relBp,-9,2,8
relBp,-8,2,8
relBp,-7,2,8
relBp,-6,2,8
relBp,-5,2,8
relBp,-4,2,8
relBp,-36,1,9
relBp,-35,1,9
relBp,-34,1,9
relBp,-33,1,9
relBp,-32,1,9
relBp,-31,1,9
relBp,-17,2,9
relBp,-16,2,9
relBp,-15,2,9
relBp,-14,2,9
relBp,-13,2,9
relBp,-12,2,9
relBp,-11,2,9
relBp,-10,2,9
relBp,-9,2,9
relBp,-8,2,9
relBp,-7,2,9
relBp,-6,2,9
relBp,-5,2,9
relBp,-4,2,9
relBp,-3,2,9
relBp,0,2,9
relBp,-36,1,10
relBp,-35,1,10
relBp,-34,1,10
relBp,-33,1,10
relBp,-32,1,10
relBp,-31,1,10
relBp,-30,1,10
relBp,-16,2,10
relBp,-15,2,10
relBp,-14,2,10
relBp,-13,2,10
relBp,-12,2,10
relBp,-11,2,10
relBp,-10,2,10
relBp,-9,2,10
relBp,-8,2,10
relBp,-7,2,10
relBp,-6,2,10
relBp,-5,2,10
relBp,-4,2,10
relBp,14,3,10
relBp,-36,1,11
relBp,-35,1,11
relBp,-34,1,11
relBp,-33,1,11
relBp,-32,1,11
relBp,-31,1,11
relBp,-30,1,11
relBp,-16,2,11
relBp,-15,2,11
relBp,-14,2,11
relBp,-13,2,11
relBp,-12,2,11
relBp,-11,2,11
relBp,-10,2,11
relBp,-9,2,11
relBp,-8,2,11
relBp,-7,2,11
relBp,-6,2,11
relBp,-5,2,11
relBp,-4,2,11
relBp,14,3,11
relBp,-36,1,12
relBp,-35,1,12
relBp,-34,1,12
relBp,-33,1,12
relBp,-32,1,12
relBp,-31,1,12
relBp,-30,1,12
relBp,-16,2,12
relBp,-15,2,12
relBp,-14,2,12
relBp,-13,2,12
relBp,-12,2,12
relBp,-11,2,12
relBp,-10,2,12
relBp,-9,2,12
relBp,-8,2,12
relBp,-7,2,12
relBp,-6,2,12
relBp,-5,2,12
relBp,-4,2,12
relBp,14,3,12
relBp,-36,1,13
relBp,-35,1,13
relBp,-34,1,13
relBp,-33,1,13
relBp,-32,1,13
relBp,-31,1,13
relBp,-30,1,13
relBp,-16,2,13
relBp,-15,2,13
relBp,-14,2,13
relBp,-13,2,13
relBp,-12,2,13
relBp,-11,2,13
relBp,-10,2,13
relBp,-9,2,13
relBp,-8,2,13
relBp,-7,2,13
relBp,-6,2,13
relBp,-5,2,13
relBp,-4,2,13
relBp,14,3,13
relBp,-36,1,14
relBp,-35,1,14
relBp,-34,1,14
relBp,-33,1,14
relBp,-32,1,14
relBp,-31,1,14
relBp,-30,1,14
relBp,-13,2,14
relBp,-12,2,14
relBp,-11,2,14
relBp,-10,2,14
relBp,-9,2,14
relBp,-8,2,14
relBp,-7,2,14
relBp,-6,2,14
relBp,-5,2,14
relBp,-4,2,14
relBp,1,3,14
relBp,2,3,14
relBp,3,3,14
relBp,-36,1,15
relBp,-35,1,15
relBp,-34,1,15
relBp,-33,1,15
relBp,-32,1,15
relBp,-31,1,15
relBp,-30,1,15
relBp,-13,2,15
relBp,-12,2,15
relBp,-11,2,15
relBp,-10,2,15
relBp,-9,2,15
relBp,-8,2,15
relBp,-7,2,15
relBp,-6,2,15
relBp,-5,2,15
relBp,-4,2,15
relBp,-36,1,16
relBp,-35,1,16
relBp,-34,1,16
relBp,-33,1,16
relBp,-32,1,16
relBp,-31,1,16
relBp,-13,2,16
relBp,-12,2,16
relBp,-11,2,16
relBp,-10,2,16
relBp,-9,2,16
relBp,-8,2,16
relBp,-7,2,16
relBp,-6,2,16
relBp,-5,2,16
relBp,-4,2,16
relBp,-36,1,17
relBp,-35,1,17
relBp,-34,1,17
relBp,-33,1,17
relBp,-32,1,17
relBp,-31,1,17
relBp,-16,2,17
relBp,-15,2,17
relBp,-14,2,17
relBp,-13,2,17
relBp,-12,2,17
relBp,-11,2,17
relBp,-10,2,17
relBp,-9,2,17
relBp,-8,2,17
relBp,-7,2,17
relBp,-6,2,17
relBp,-4,2,17
relBp,14,3,17
relBp,15,3,17
relBp,-36,1,18
relBp,-35,1,18
relBp,-34,1,18
relBp,-33,1,18
relBp,-32,1,18
relBp,-31,1,18
relBp,-30,1,18
relBp,-16,2,18
relBp,-15,2,18
relBp,-14,2,18
relBp,-13,2,18
relBp,-12,2,18
relBp,-11,2,18
relBp,-10,2,18
relBp,-9,2,18
relBp,-8,2,18
relBp,-7,2,18
relBp,-6,2,18
relBp,-5,2,18
relBp,-4,2,18
relBp,-1,2,18
relBp,0,2,18
relBp,1,2,18
relBp,-36,1,19
relBp,-35,1,19
relBp,-34,1,19
relBp,-33,1,19
relBp,-32,1,19
relBp,-31,1,19
relBp,-30,1,19
relBp,-15,2,19
relBp,-14,2,19
relBp,-13,2,19
relBp,-12,2,19
relBp,-11,2,19
relBp,-10,2,19
relBp,-9,2,19
relBp,-8,2,19
relBp,-7,2,19
relBp,-6,2,19
relBp,-5,2,19
relBp,-4,2,19
relBp,-3,2,19
relBp,-2,2,19
relBp,1,2,19
relBp,2,2,19
relBp,3,2,19
relBp,12,3,19
relBp,13,3,19
relBp,14,3,19
relBp,15,3,19
relBp,16,3,19
relBp,-35,1,20
relBp,-34,1,20
relBp,-33,1,20
relBp,-32,1,20
relBp,-31,1,20
relBp,-30,1,20
relBp,-16,2,20
relBp,-15,2,20
relBp,-14,2,20
relBp,-13,2,20
relBp,-12,2,20
relBp,-11,2,20
relBp,-10,2,20
relBp,-9,2,20
relBp,-8,2,20
relBp,-7,2,20
relBp,-6,2,20
relBp,-5,2,20
relBp,-4,2,20
relBp,14,3,20
relBp,-36,1,21
relBp,-35,1,21
relBp,-34,1,21
relBp,-33,1,21
relBp,-32,1,21
relBp,-31,1,21
relBp,-30,1,21
relBp,-16,2,21
relBp,-15,2,21
relBp,-14,2,21
relBp,-13,2,21
relBp,-12,2,21
relBp,-11,2,21
relBp,-10,2,21
relBp,-9,2,21
relBp,-8,2,21
relBp,-7,2,21
relBp,-6,2,21
relBp,-5,2,21
relBp,-4,2,21
relBp,-35,1,22
relBp,-34,1,22
relBp,-33,1,22
relBp,-32,1,22
relBp,-31,1,22
relBp,-15,2,22
relBp,-14,2,22
relBp,-13,2,22
relBp,-12,2,22
relBp,-11,2,22
relBp,-10,2,22
relBp,-9,2,22
relBp,-8,2,22
relBp,-7,2,22
relBp,-6,2,22
relBp,-5,2,22
relBp,-4,2,22
relBp,-1,2,22
relBp,0,2,22
relBp,1,2,22
relBp,2,2,22
relBp,3,2,22
relBp,-36,1,23
relBp,-35,1,23
relBp,-34,1,23
relBp,-33,1,23
relBp,-32,1,23
relBp,-31,1,23
relBp,-30,1,23
relBp,-17,2,23
relBp,-16,2,23
relBp,-15,2,23
relBp,-14,2,23
relBp,-13,2,23
relBp,-12,2,23
relBp,-11,2,23
relBp,-10,2,23
relBp,-9,2,23
relBp,-8,2,23
relBp,-7,2,23
relBp,-6,2,23
relBp,-5,2,23
relBp,-4,2,23
relBp,-3,2,23
relBp,-1,2,23
relBp,0,2,23
relBp,1,2,23
relBp,-36,1,24
relBp,-35,1,24
relBp,-34,1,24
relBp,-33,1,24
relBp,-32,1,24
relBp,-31,1,24
relBp,-30,1,24
relBp,-15,2,24
relBp,-14,2,24
relBp,-13,2,24
relBp,-12,2,24
relBp,-11,2,24
relBp,-10,2,24
relBp,-9,2,24
relBp,-8,2,24
relBp,-7,2,24
relBp,-6,2,24
relBp,-5,2,24
relBp,-4,2,24
relBp,-36,1,25
relBp,-35,1,25
relBp,-34,1,25
relBp,-33,1,25
relBp,-32,1,25
relBp,-31,1,25
relBp,-30,1,25
relBp,-16,2,25
relBp,-15,2,25
relBp,-14,2,25
relBp,-13,2,25
relBp,-12,2,25
relBp,-11,2,25
relBp,-10,2,25
relBp,-9,2,25
relBp,-8,2,25
relBp,-7,2,25
relBp,-6,2,25
relBp,-5,2,25
relBp,-4,2,25
relBp,-36,1,28
relBp,-35,1,28
relBp,-34,1,28
relBp,-33,1,28
relBp,-32,1,28
relBp,-31,1,28
relBp,-30,1,28
relBp,-16,2,28
relBp,-15,2,28
relBp,-14,2,28
relBp,-13,2,28
relBp,-12,2,28
relBp,-11,2,28
relBp,-10,2,28
relBp,-9,2,28
relBp,-8,2,28
relBp,-7,2,28
relBp,-6,2,28
relBp,-5,2,28
relBp,-4,2,28
relBp,14,3,28
relBp,-36,1,29
relBp,-35,1,29
relBp,-34,1,29
relBp,-33,1,29
relBp,-32,1,29
relBp,-31,1,29
relBp,-30,1,29
relBp,-16,2,29
relBp,-15,2,29
relBp,-14,2,29
relBp,-13,2,29
relBp,-12,2,29
relBp,-11,2,29
relBp,-10,2,29
relBp,-9,2,29
relBp,-8,2,29
relBp,-7,2,29
relBp,-6,2,29
relBp,-5,2,29
relBp,-4,2,29
relBp,-36,1,30
relBp,-35,1,30
relBp,-34,1,30
relBp,-33,1,30
relBp,-32,1,30
relBp,-31,1,30
relBp,-30,1,30
relBp,-15,2,30
relBp,-14,2,30
relBp,-13,2,30
relBp,-12,2,30
relBp,-11,2,30
relBp,-10,2,30
relBp,-9,2,30
relBp,-8,2,30
relBp,-7,2,30
relBp,-6,2,30
relBp,-5,2,30
relBp,-4,2,30
relBp,12,3,30
relBp,13,3,30
relBp,14,3,30
relBp,-36,1,31
relBp,-35,1,31
relBp,-34,1,31
relBp,-33,1,31
relBp,-32,1,31
relBp,-31,1,31
relBp,-30,1,31
relBp,-15,2,31
relBp,-14,2,31
relBp,-13,2,31
relBp,-12,2,31
relBp,-11,2,31
relBp,-10,2,31
relBp,-9,2,31
relBp,-8,2,31
relBp,-7,2,31
relBp,-6,2,31
relBp,-5,2,31
relBp,-4,2,31
relBp,14,3,31
relBp,-36,1,32
relBp,-35,1,32
relBp,-34,1,32
relBp,-33,1,32
relBp,-32,1,32
relBp,-31,1,32
relBp,-30,1,32
relBp,-16,2,32
relBp,-15,2,32
relBp,-14,2,32
relBp,-13,2,32
relBp,-12,2,32
relBp,-11,2,32
relBp,-10,2,32
relBp,-9,2,32
relBp,-8,2,32
relBp,-7,2,32
relBp,-6,2,32
relBp,-5,2,32
relBp,-4,2,32
relBp,0,3,32
relBp,-36,1,33
relBp,-35,1,33
relBp,-34,1,33
relBp,-33,1,33
relBp,-32,1,33
relBp,-31,1,33
relBp,-30,1,33
relBp,-16,2,33
relBp,-15,2,33
relBp,-14,2,33
relBp,-13,2,33
relBp,-12,2,33
relBp,-11,2,33
relBp,-10,2,33
relBp,-9,2,33
relBp,-8,2,33
relBp,-7,2,33
relBp,-6,2,33
relBp,-5,2,33
relBp,-4,2,33
relBp,-36,1,34
relBp,-35,1,34
relBp,-34,1,34
relBp,-33,1,34
relBp,-32,1,34
relBp,-31,1,34
relBp,-30,1,34
relBp,-16,2,34
relBp,-15,2,34
relBp,-14,2,34
relBp,-13,2,34
relBp,-12,2,34
relBp,-11,2,34
relBp,-10,2,34
relBp,-9,2,34
relBp,-8,2,34
relBp,-7,2,34
relBp,-6,2,34
relBp,-5,2,34
relBp,-4,2,34
relBp,-3,2,34
relBp,-2,2,34
relBp,-1,2,34
relBp,0,2,34
relBp,1,2,34
relBp,2,2,34
relBp,3,2,34
relBp,-36,1,35
relBp,-35,1,35
relBp,-34,1,35
relBp,-33,1,35
relBp,-32,1,35
relBp,-31,1,35
relBp,-30,1,35
relBp,-16,2,35
relBp,-15,2,35
relBp,-14,2,35
relBp,-13,2,35
relBp,-12,2,35
relBp,-11,2,35
relBp,-10,2,35
relBp,-9,2,35
relBp,-8,2,35
relBp,-7,2,35
relBp,-6,2,35
relBp,-5,2,35
relBp,-4,2,35
relBp,0,3,35
relBp,-36,1,36
relBp,-35,1,36
relBp,-34,1,36
relBp,-33,1,36
relBp,-32,1,36
relBp,-31,1,36
relBp,-30,1,36
relBp,-16,2,36
relBp,-15,2,36
relBp,-14,2,36
relBp,-13,2,36
relBp,-12,2,36
relBp,-11,2,36
relBp,-10,2,36
relBp,-9,2,36
relBp,-8,2,36
relBp,-7,2,36
relBp,-6,2,36
relBp,-5,2,36
relBp,-4,2,36
relBp,-36,1,37
relBp,-35,1,37
relBp,-34,1,37
relBp,-33,1,37
relBp,-32,1,37
relBp,-31,1,37
relBp,-30,1,37
relBp,-16,2,37
relBp,-15,2,37
relBp,-14,2,37
relBp,-13,2,37
relBp,-12,2,37
relBp,-11,2,37
relBp,-10,2,37
relBp,-9,2,37
relBp,-8,2,37
relBp,-7,2,37
relBp,-6,2,37
relBp,-5,2,37
relBp,-4,2,37
relBp,0,3,37
relBp,-36,1,38
relBp,-35,1,38
relBp,-34,1,38
relBp,-33,1,38
relBp,-32,1,38
relBp,-31,1,38
relBp,-16,2,38
relBp,-15,2,38
relBp,-14,2,38
relBp,-13,2,38
relBp,-12,2,38
relBp,-11,2,38
relBp,-10,2,38
relBp,-9,2,38
relBp,-8,2,38
relBp,-7,2,38
relBp,-6,2,38
relBp,-5,2,38
relBp,-4,2,38
relBp,12,3,38
relBp,13,3,38
relBp,14,3,38
relBp,-36,1,39
relBp,-35,1,39
relBp,-34,1,39
relBp,-33,1,39
relBp,-32,1,39
relBp,-31,1,39
relBp,-30,1,39
relBp,-16,2,39
relBp,-13,2,39
relBp,-12,2,39
relBp,-11,2,39
relBp,-10,2,39
relBp,-9,2,39
relBp,-8,2,39
relBp,-7,2,39
relBp,-6,2,39
relBp,-5,2,39
relBp,-4,2,39
relBp,1,3,39
relBp,-36,1,40
relBp,-35,1,40
relBp,-34,1,40
relBp,-33,1,40
relBp,-32,1,40
relBp,-31,1,40
relBp,-30,1,40
relBp,-16,2,40
relBp,-15,2,40
relBp,-14,2,40
relBp,-13,2,40
relBp,-12,2,40
relBp,-11,2,40
relBp,-10,2,40
relBp,-9,2,40
relBp,-8,2,40
relBp,-7,2,40
relBp,-6,2,40
relBp,-5,2,40
relBp,-4,2,40
relBp,0,3,40
relBp,12,4,40
relBp,13,4,40
relBp,14,4,40
relBp,-36,1,41
relBp,-35,1,41
relBp,-34,1,41
relBp,-33,1,41
relBp,-32,1,41
relBp,-31,1,41
relBp,-30,1,41
relBp,-16,2,41
relBp,-15,2,41
relBp,-14,2,41
relBp,-13,2,41
relBp,-12,2,41
relBp,-11,2,41
relBp,-10,2,41
relBp,-9,2,41
relBp,-8,2,41
relBp,-7,2,41
relBp,-6,2,41
relBp,-5,2,41
relBp,-4,2,41
relBp,-1,2,41
relBp,0,2,41
relBp,1,2,41
rspAp,-104,1,1
rspAp,-103,1,1
rspAp,-102,1,1
rspAp,-67,2,1
rspAp,-66,2,1
rspAp,-65,2,1
rspAp,-64,2,1
rspAp,-38,3,1
rspAp,-37,3,1
rspAp,-36,3,1
rspAp,-35,3,1
rspAp,-34,3,1
rspAp,-33,3,1
rspAp,-32,3,1
rspAp,-31,3,1
rspAp,-30,3,1
rspAp,-12,4,1
rspAp,-11,4,1
rspAp,-10,4,1
rspAp,-9,4,1
rspAp,-8,4,1
rspAp,-7,4,1
rspAp,-6,4,1
rspAp,-104,1,2
rspAp,-103,1,2
rspAp,-102,1,2
rspAp,-101,1,2
rspAp,-70,2,2
rspAp,-69,2,2
rspAp,-68,2,2
rspAp,-67,2,2
rspAp,-66,2,2
rspAp,-65,2,2
rspAp,-64,2,2
rspAp,-63,2,2
rspAp,-36,3,2
rspAp,-35,3,2
rspAp,-34,3,2
rspAp,-33,3,2
rspAp,-32,3,2
rspAp,-31,3,2
rspAp,-12,4,2
rspAp,-11,4,2
rspAp,-10,4,2
rspAp,-9,4,2
rspAp,-8,4,2
rspAp,-7,4,2
rspAp,-6,4,2
rspAp,-104,1,3
rspAp,-103,1,3
rspAp,-102,1,3
rspAp,-101,1,3
rspAp,-68,2,3
rspAp,-67,2,3
rspAp,-66,2,3
rspAp,-65,2,3
rspAp,-64,2,3
rspAp,-63,2,3
rspAp,-62,2,3
rspAp,-36,3,3
rspAp,-35,3,3
rspAp,-34,3,3
rspAp,-33,3,3
rspAp,-32,3,3
rspAp,-31,3,3
rspAp,-12,4,3
rspAp,-11,4,3
rspAp,-10,4,3
rspAp,-9,4,3
rspAp,-8,4,3
rspAp,-7,4,3
rspAp,-6,4,3
rspAp,-104,1,4
rspAp,-103,1,4
rspAp,-102,1,4
rspAp,-101,1,4
rspAp,-70,2,4
rspAp,-69,2,4
rspAp,-68,2,4
rspAp,-67,2,4
rspAp,-66,2,4
rspAp,-65,2,4
rspAp,-64,2,4
rspAp,-63,2,4
rspAp,-36,3,4
rspAp,-35,3,4
rspAp,-34,3,4
rspAp,-32,3,4
rspAp,-13,4,4
rspAp,-12,4,4
rspAp,-11,4,4
rspAp,-10,4,4
rspAp,-9,4,4
rspAp,-8,4,4
rspAp,-7,4,4
rspAp,-6,4,4
rspAp,-102,1,5
rspAp,-66,2,5
rspAp,-65,2,5
rspAp,-64,2,5
rspAp,-36,3,5
rspAp,-35,3,5
rspAp,-34,3,5
rspAp,-32,3,5
rspAp,-14,4,5
rspAp,-11,4,5
rspAp,-10,4,5
rspAp,-9,4,5
rspAp,-8,4,5
rspAp,-7,4,5
rspAp,-6,4,5
rspAp,41,5,5
rspAp,42,5,5
rspAp,-70,1,6
rspAp,-69,1,6
rspAp,-68,1,6
rspAp,-67,1,6
rspAp,-66,1,6
rspAp,-65,1,6
rspAp,-64,1,6
rspAp,-63,1,6
rspAp,-34,2,6
rspAp,-32,2,6
rspAp,-31,2,6
rspAp,-16,3,6
rspAp,-15,3,6
rspAp,-12,3,6
rspAp,-11,3,6
rspAp,-10,3,6
rspAp,-9,3,6
rspAp,-8,3,6
rspAp,-7,3,6
rspAp,-6,3,6
rspAp,-69,1,7
rspAp,-68,1,7
rspAp,-67,1,7
rspAp,-66,1,7
rspAp,-65,1,7
rspAp,-64,1,7
rspAp,-34,2,7
rspAp,-33,2,7
rspAp,-32,2,7
rspAp,-31,2,7
rspAp,-30,2,7
rspAp,-12,3,7
rspAp,-11,3,7
rspAp,-10,3,7
rspAp,-9,3,7
rspAp,-8,3,7
rspAp,-7,3,7
rspAp,-6,3,7
rspAp,-5,3,7
rspAp,-4,3,7
rspAp,-3,3,7
rspAp,-70,1,8
rspAp,-69,1,8
rspAp,-68,1,8
rspAp,-67,1,8
rspAp,-66,1,8
rspAp,-65,1,8
rspAp,-64,1,8
rspAp,-63,1,8
rspAp,-36,2,8
rspAp,-35,2,8
rspAp,-34,2,8
rspAp,-33,2,8
rspAp,-32,2,8
rspAp,-31,2,8
rspAp,-30,2,8
rspAp,-12,3,8
rspAp,-11,3,8
rspAp,-10,3,8
rspAp,-9,3,8
rspAp,-8,3,8
rspAp,-7,3,8
rspAp,-6,3,8
rspAp,-5,3,8
rspAp,-25,1,9
rspAp,-24,1,9
rspAp,-23,1,9
rspAp,-22,1,9
rspAp,-21,1,9
rspAp,-18,1,9
rspAp,-16,1,9
rspAp,-15,1,9
rspAp,-14,1,9
rspAp,-11,1,9
rspAp,-10,1,9
rspAp,-9,1,9
rspAp,-8,1,9
rspAp,-7,1,9
rspAp,-6,1,9
rspAp,-5,1,9
rspAp,-4,1,9
rspAp,-3,1,9
rspAp,-2,1,9
rspAp,-104,1,10
rspAp,-103,1,10
rspAp,-102,1,10
rspAp,-70,2,10
rspAp,-68,2,10
rspAp,-67,2,10
rspAp,-66,2,10
rspAp,-65,2,10
rspAp,-64,2,10
rspAp,-35,3,10
rspAp,-34,3,10
rspAp,-33,3,10
rspAp,-32,3,10
rspAp,-31,3,10
rspAp,-30,3,10
rspAp,-11,4,10
rspAp,-10,4,10
rspAp,-9,4,10
rspAp,-8,4,10
rspAp,-7,4,10
rspAp,-6,4,10
rspAp,-65,1,11
rspAp,-34,2,11
rspAp,-32,2,11
rspAp,-31,2,11
rspAp,-30,2,11
rspAp,-22,3,11
rspAp,-21,3,11
rspAp,-20,3,11
rspAp,-19,3,11
rspAp,-12,4,11
rspAp,-11,4,11
rspAp,-10,4,11
rspAp,-9,4,11
rspAp,-8,4,11
rspAp,-7,4,11
rspAp,-6,4,11
rspAp,-103,1,12
rspAp,-102,1,12
rspAp,-70,2,12
rspAp,-68,2,12
rspAp,-67,2,12
rspAp,-66,2,12
rspAp,-65,2,12
rspAp,-38,3,12
rspAp,-37,3,12
rspAp,-36,3,12
rspAp,-35,3,12
rspAp,-34,3,12
rspAp,-33,3,12
rspAp,-32,3,12
rspAp,-31,3,12
rspAp,-12,4,12
rspAp,-10,4,12
rspAp,-9,4,12
rspAp,-8,4,12
rspAp,-7,4,12
rspAp,-6,4,12
rspAp,-105,1,13
rspAp,-104,1,13
rspAp,-103,1,13
rspAp,-102,1,13
rspAp,-101,1,13
rspAp,-100,1,13
rspAp,-70,2,13
rspAp,-69,2,13
rspAp,-68,2,13
rspAp,-67,2,13
rspAp,-66,2,13
rspAp,-65,2,13
rspAp,-64,2,13
rspAp,-63,2,13
rspAp,-35,3,13
rspAp,-34,3,13
rspAp,-33,3,13
rspAp,-32,3,13
rspAp,-11,4,13
rspAp,-10,4,13
rspAp,-9,4,13
rspAp,-8,4,13
rspAp,-7,4,13
rspAp,-6,4,13
rspAp,-103,1,14
rspAp,-102,1,14
rspAp,-101,1,14
rspAp,-67,2,14
rspAp,-66,2,14
rspAp,-65,2,14
rspAp,-64,2,14
rspAp,-37,3,14
rspAp,-36,3,14
rspAp,-35,3,14
rspAp,-34,3,14
rspAp,-33,3,14
rspAp,-32,3,14
rspAp,-12,4,14
rspAp,-11,4,14
rspAp,-10,4,14
rspAp,-9,4,14
rspAp,-8,4,14
rspAp,-7,4,14
rspAp,-6,4,14
rspAp,-103,1,15
rspAp,-67,2,15
rspAp,-33,3,15
rspAp,-16,4,15
rspAp,-15,4,15
rspAp,-14,4,15
rspAp,-13,4,15
rspAp,-12,4,15
rspAp,-11,4,15
rspAp,-10,4,15
rspAp,-9,4,15
rspAp,-8,4,15
rspAp,-7,4,15
rspAp,-68,1,18
rspAp,-67,1,18
rspAp,-66,1,18
rspAp,-65,1,18
rspAp,-64,1,18
rspAp,-63,1,18
rspAp,-53,2,18
rspAp,-34,3,18
rspAp,-32,3,18
rspAp,-31,3,18
rspAp,-12,4,18
rspAp,-11,4,18
rspAp,-10,4,18
rspAp,-9,4,18
rspAp,-8,4,18
rspAp,-7,4,18
rspAp,-6,4,18
rspAp,-104,1,19
rspAp,-103,1,19
rspAp,-102,1,19
rspAp,-101,1,19
rspAp,-100,1,19
rspAp,-70,2,19
rspAp,-69,2,19
rspAp,-68,2,19
rspAp,-67,2,19
rspAp,-66,2,19
rspAp,-65,2,19
